timestamp,action,model,object_id,reference_id,field,old_value,new_value,reason,metadata
2026-02-04T16:19:05.646208,AUDIT_AUTO_ASSIGN,InvoiceItem,2650,INV-20260202-89B4BF76,barcode,SCANNED_MISMATCH,FOLD-20260113-0002-3,Auto-assigned barcode (not scanned),"Product: FOLDER REALME 6/RM7/RM8 5G PESTING, Barcode: FOLD-20260113-0002-3, CartScanned: ['FOLD-20260113-0005-3', 'FOLD-20260113-0004-3']"
2026-02-04T16:19:05.652318,AUDIT_AUTO_ASSIGN,InvoiceItem,2649,INV-20260202-54972082,barcode,SCANNED_MISMATCH,FOLD-20260127-0043-6,Auto-assigned barcode (not scanned),"Product: FOLDER REALME 5/C3 PESTING, Barcode: FOLD-20260127-0043-6, CartScanned: ['FOLD-20260129-0233', 'FOLD-20260129-0240', 'FOLD-20260129-0235', 'FOLD-20260129-0238', 'FOLD-20260129-0237', 'FOLD-20260129-0239', 'FOLD-20260129-0231', 'FOLD-20260129-0232', 'FOLD-20260129-0234', 'FOLD-20260129-0236']"
2026-02-04T16:19:05.655943,AUDIT_AUTO_ASSIGN,InvoiceItem,2651,INV-20260202-54972082,barcode,SCANNED_MISMATCH,VIVO-20260122-0007,Auto-assigned barcode (not scanned),"Product: FOLDER VIVO V15 PESTING, Barcode: VIVO-20260122-0007, CartScanned: ['VIVO-20260122-0010']"
2026-02-04T16:19:05.659494,AUDIT_AUTO_ASSIGN,InvoiceItem,2652,INV-20260202-54972082,barcode,SCANNED_MISMATCH,FOLD-20260127-0083-1,Auto-assigned barcode (not scanned),"Product: FOLDER OPPO A57 NEW/C35 PESTING, Barcode: FOLD-20260127-0083-1, CartScanned: ['FOLD-20260127-0105', 'FOLD-20260127-0104', 'FOLD-20260127-0103']"
2026-02-04T16:19:05.663379,AUDIT_AUTO_ASSIGN,InvoiceItem,2653,INV-20260202-54972082,barcode,SCANNED_MISMATCH,FOLD-20260113-0003-3,Auto-assigned barcode (not scanned),"Product: FOLDER REALME 6/RM7/RM8 5G PESTING, Barcode: FOLD-20260113-0003-3, CartScanned: ['FOLD-20260113-0005-3', 'FOLD-20260113-0004-3']"
2026-02-04T16:19:05.669413,AUDIT_AUTO_ASSIGN,InvoiceItem,2654,INV-20260202-E3468011,barcode,SCANNED_MISMATCH,FOLD-20260127-0044-6,Auto-assigned barcode (not scanned),"Product: FOLDER REALME 5/C3 PESTING, Barcode: FOLD-20260127-0044-6, CartScanned: ['FOLD-20260129-0233', 'FOLD-20260129-0240', 'FOLD-20260129-0235', 'FOLD-20260129-0238', 'FOLD-20260129-0237', 'FOLD-20260129-0239', 'FOLD-20260129-0231', 'FOLD-20260129-0232', 'FOLD-20260129-0234', 'FOLD-20260129-0236']"
2026-02-04T16:19:08.208705,AUDIT_LOST_SCAN,CartItem,NONE,CART-20260127-C8C9B1DA,barcode,FOLD-20260117-0006,MISSING_IN_INV,Scanned barcode lost during checkout,"Cart: CART-20260127-C8C9B1DA, Barcode: FOLD-20260117-0006, Invoice: INV-20260127-EBF29B91"
2026-02-04T16:19:08.332609,AUDIT_LOST_SCAN,CartItem,NONE,CART-20260127-34E07F58,barcode,FOLD-20260127-0039,MISSING_IN_INV,Scanned barcode lost during checkout,"Cart: CART-20260127-34E07F58, Barcode: FOLD-20260127-0039, Invoice: INV-20260128-97835853"
2026-02-04T16:19:08.761619,AUDIT_LOST_SCAN,CartItem,NONE,CART-20260130-E78FBF63,barcode,OCA-20260115-0004,MISSING_IN_INV,Scanned barcode lost during checkout,"Cart: CART-20260130-E78FBF63, Barcode: OCA-20260115-0004, Invoice: INV-20260130-B7B11A25"
2026-02-04T16:19:08.765915,AUDIT_LOST_SCAN,CartItem,NONE,CART-20260130-8FD769B3,barcode,FOLD-20260127-0058-1,MISSING_IN_INV,Scanned barcode lost during checkout,"Cart: CART-20260130-8FD769B3, Barcode: FOLD-20260127-0058-1, Invoice: INV-20260130-7A4C5ADF"
2026-02-04T16:19:09.062857,AUDIT_LOST_SCAN,CartItem,NONE,CART-20260131-B31DCE07,barcode,BTP-20260129-0004-42,MISSING_IN_INV,Scanned barcode lost during checkout,"Cart: CART-20260131-B31DCE07, Barcode: BTP-20260129-0004-42, Invoice: INV-20260131-953ECC15"
2026-02-04T16:19:09.067142,AUDIT_LOST_SCAN,CartItem,NONE,CART-20260131-787BA456,barcode,FOLD-20260117-0039-1,MISSING_IN_INV,Scanned barcode lost during checkout,"Cart: CART-20260131-787BA456, Barcode: FOLD-20260117-0039-1, Invoice: INV-20260131-89556465"
2026-02-04T16:19:09.477887,AUDIT_LOST_SCAN,CartItem,NONE,CART-20260202-EE313AA6,barcode,BTP-20260127-0003-2,MISSING_IN_INV,Scanned barcode lost during checkout,"Cart: CART-20260202-EE313AA6, Barcode: BTP-20260127-0003-2, Invoice: INV-20260202-0BB7C4DF"
2026-02-04T16:19:09.715270,AUDIT_LOST_SCAN,CartItem,NONE,CART-20260202-17652C41,barcode,FOLD-20260129-0013-9,MISSING_IN_INV,Scanned barcode lost during checkout,"Cart: CART-20260202-17652C41, Barcode: FOLD-20260129-0013-9, Invoice: INV-20260202-17161181"
2026-02-04T16:19:09.741466,AUDIT_LOST_SCAN,CartItem,NONE,CART-20260203-993B61AB,barcode,BTP-20260126-0024-7,MISSING_IN_INV,Scanned barcode lost during checkout,"Cart: CART-20260203-993B61AB, Barcode: BTP-20260126-0024-7, Invoice: INV-20260203-E0DAEAA0"
2026-02-04T16:19:09.745674,AUDIT_LOST_SCAN,CartItem,NONE,CART-20260202-B10C037E,barcode,FOLD-20260120-0013-6,MISSING_IN_INV,Scanned barcode lost during checkout,"Cart: CART-20260202-B10C037E, Barcode: FOLD-20260120-0013-6, Invoice: INV-20260203-0789D63A"
2026-02-04T16:19:09.764149,AUDIT_LOST_SCAN,CartItem,NONE,CART-20260203-FCDFD18A,barcode,FOLD-20260117-0017-1,MISSING_IN_INV,Scanned barcode lost during checkout,"Cart: CART-20260203-FCDFD18A, Barcode: FOLD-20260117-0017-1, Invoice: INV-20260203-D3C6569E"
2026-02-04T16:19:09.792480,AUDIT_LOST_SCAN,CartItem,NONE,CART-20260203-C255B6F7,barcode,BTP-20260124-0028-7,MISSING_IN_INV,Scanned barcode lost during checkout,"Cart: CART-20260203-C255B6F7, Barcode: BTP-20260124-0028-7, Invoice: INV-20260203-973739A7"
2026-02-04T16:19:09.872882,AUDIT_LOST_SCAN,CartItem,NONE,CART-20260203-875E24DF,barcode,FOLD-20260127-0058-3,MISSING_IN_INV,Scanned barcode lost during checkout,"Cart: CART-20260203-875E24DF, Barcode: FOLD-20260127-0058-3, Invoice: INV-20260203-FABEF21C"
2026-02-04T16:19:09.942535,AUDIT_LOST_SCAN,CartItem,NONE,CART-20260203-3C64CBEA,barcode,BTP-20260130-0078,MISSING_IN_INV,Scanned barcode lost during checkout,"Cart: CART-20260203-3C64CBEA, Barcode: BTP-20260130-0078, Invoice: INV-20260203-785AA5E2"
2026-02-04T16:19:09.946657,AUDIT_LOST_SCAN,CartItem,NONE,CART-20260203-9147C45E,barcode,BTP-20260126-0030-7,MISSING_IN_INV,Scanned barcode lost during checkout,"Cart: CART-20260203-9147C45E, Barcode: BTP-20260126-0030-7, Invoice: INV-20260203-044AA9C1"
2026-02-04T16:19:09.977467,AUDIT_LOST_SCAN,CartItem,NONE,CART-20260204-6529E76F,barcode,FOLD-20260120-0022-4,MISSING_IN_INV,Scanned barcode lost during checkout,"Cart: CART-20260204-6529E76F, Barcode: FOLD-20260120-0022-4, Invoice: INV-20260204-AE1BCFE5"
2026-02-04T16:19:10.609011,ANOMALY_ZOMBIE,Barcode,46885,NONE,tag,in-cart,STUCK,In-cart with no active session,"Barcode: FOLD-20260131-0694, Product: FOLDER VIVO Y20/Y21/Y22/Y33S/Y52S PESTING"
2026-02-04T16:19:10.839952,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260129-0110-1,INV-20260204-8351F336,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 12499"
2026-02-04T16:19:10.840044,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260129-0110-1,INV-20260204-9BECC6DD,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 12481"
2026-02-04T16:19:10.840092,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260129-0105-1,INV-20260204-8351F336,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 12498"
2026-02-04T16:19:10.840127,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260129-0105-1,INV-20260204-9BECC6DD,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 12480"
2026-02-04T16:19:10.840163,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260129-0103-1,INV-20260204-8351F336,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 12497"
2026-02-04T16:19:10.840197,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260129-0103-1,INV-20260204-9BECC6DD,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 12479"
2026-02-04T16:19:10.840236,ANOMALY_DOUBLE_SALE,Barcode,BTP-20260126-0003-35,INV-20260202-88CA88FA,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 11211"
2026-02-04T16:19:10.840273,ANOMALY_DOUBLE_SALE,Barcode,BTP-20260126-0003-35,INV-20260128-B209D804,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 4129"
2026-02-04T16:19:10.840308,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0588,INV-20260202-E6F006D8,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 10971"
2026-02-04T16:19:10.840350,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0588,INV-20260202-BB84E14C,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 9568"
2026-02-04T16:19:10.840391,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0586,INV-20260202-E6F006D8,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 10970"
2026-02-04T16:19:10.840424,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0586,INV-20260202-BB84E14C,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 9566"
2026-02-04T16:19:10.840457,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0585,INV-20260202-E6F006D8,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 10969"
2026-02-04T16:19:10.840488,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0585,INV-20260202-BB84E14C,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 9565"
2026-02-04T16:19:10.840520,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0580,INV-20260202-E6F006D8,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 10968"
2026-02-04T16:19:10.840551,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0580,INV-20260202-BB84E14C,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 9560"
2026-02-04T16:19:10.840583,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0589,INV-20260202-E6F006D8,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 10967"
2026-02-04T16:19:10.840614,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0589,INV-20260202-BB84E14C,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 9569"
2026-02-04T16:19:10.840646,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0582,INV-20260202-E6F006D8,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 10966"
2026-02-04T16:19:10.840677,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0582,INV-20260202-BB84E14C,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 9562"
2026-02-04T16:19:10.840709,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0581,INV-20260202-E6F006D8,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 10965"
2026-02-04T16:19:10.840740,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0581,INV-20260202-BB84E14C,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 9561"
2026-02-04T16:19:10.840773,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0583,INV-20260202-E6F006D8,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 10964"
2026-02-04T16:19:10.840804,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0583,INV-20260202-BB84E14C,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 9563"
2026-02-04T16:19:10.840836,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0587,INV-20260202-E6F006D8,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 10963"
2026-02-04T16:19:10.840866,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0587,INV-20260202-BB84E14C,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 9567"
2026-02-04T16:19:10.840900,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0584,INV-20260202-E6F006D8,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 10962"
2026-02-04T16:19:10.840930,ANOMALY_DOUBLE_SALE,Barcode,FOLD-20260131-0584,INV-20260202-BB84E14C,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 9564"
2026-02-04T16:19:10.840970,ANOMALY_DOUBLE_SALE,Barcode,BTP-20260128-0001-67,INV-20260202-5F51370E,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 10560"
2026-02-04T16:19:10.841001,ANOMALY_DOUBLE_SALE,Barcode,BTP-20260128-0001-67,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8393"
2026-02-04T16:19:10.841038,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0008,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8497"
2026-02-04T16:19:10.841069,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0008,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8490"
2026-02-04T16:19:10.841100,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0006,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8496"
2026-02-04T16:19:10.841130,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0006,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8488"
2026-02-04T16:19:10.841162,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0013,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8494"
2026-02-04T16:19:10.841192,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0013,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8486"
2026-02-04T16:19:10.841223,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0012,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8493"
2026-02-04T16:19:10.841266,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0012,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8484"
2026-02-04T16:19:10.841298,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0014,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8492"
2026-02-04T16:19:10.841328,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0014,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8482"
2026-02-04T16:19:10.841359,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0007,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8491"
2026-02-04T16:19:10.841389,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0007,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8480"
2026-02-04T16:19:10.841421,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0001,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8489"
2026-02-04T16:19:10.841451,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0001,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8478"
2026-02-04T16:19:10.841482,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0003,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8487"
2026-02-04T16:19:10.841512,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0003,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8476"
2026-02-04T16:19:10.841543,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0002,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8485"
2026-02-04T16:19:10.841572,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0002,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8475"
2026-02-04T16:19:10.841603,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0017,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8483"
2026-02-04T16:19:10.841633,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0017,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8473"
2026-02-04T16:19:10.841664,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0110,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8481"
2026-02-04T16:19:10.841699,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0110,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8471"
2026-02-04T16:19:10.841731,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0015,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8479"
2026-02-04T16:19:10.841764,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0015,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8469"
2026-02-04T16:19:10.841796,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0079,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8477"
2026-02-04T16:19:10.841826,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0079,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8467"
2026-02-04T16:19:10.841858,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0109,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8474"
2026-02-04T16:19:10.841893,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0109,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8465"
2026-02-04T16:19:10.841924,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0108,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8472"
2026-02-04T16:19:10.841954,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0108,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8463"
2026-02-04T16:19:10.841986,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0112,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8470"
2026-02-04T16:19:10.842016,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0112,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8461"
2026-02-04T16:19:10.842047,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0103,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8468"
2026-02-04T16:19:10.842077,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0103,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8459"
2026-02-04T16:19:10.842111,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0087,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8466"
2026-02-04T16:19:10.842141,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0087,INV-20260131-00266B1F,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8457"
2026-02-04T16:19:10.842173,ANOMALY_DOUBLE_SALE,Barcode,ASIT-20260127-0085,INV-20260131-6C9EE7BB,tag,sold,DUPLICATE,Sold multiple times without return,"Log Action: invoice_create, Log ID: 8464"
